ItemNo,Participant,Trial,ACondition,Plaus,Heard Answer,HA Wlength,Anumber,List,QCondition,QFile,Qnumber,Question,Expected Answer,EA Wlength,QLSA,response,Correct,Incorrect,Prop Heard,Block,Plaus HIT,Plaus Incorrect,NumberOfPlausibleWordsReported,NumberOfPlausibleWordsNotReported,Prop Expected
8,18881,2,Plausible,6.46,A knife and fork,4,1,1a,Predictable,1P,1,Which cutlery should I use to cut my food?,A knife and fork,4,0.82,"knife and falk
knife and falk",2,2,0.5,1,2,2,2,2,0.5
25,18881,3,Plausible,7,New York,2,17,1a,Predictable,17P,17,Which city is the statue of liberty in?,New York,2,0.97,New York,2,0,1,1,2,0,2,0,1
14,18881,4,Plausible,5.82,Robin hood,2,31,1a,Predictable,31P,31,Who leads a gang of outlaws in Sherwood Forest?,Robin Hood,2,1,Robin Hood,2,0,1,1,2,0,2,0,1
5,18881,5,Plausible,6.27,Molly and Arthur,3,15,1a,Predictable,15P,15,What are the names of Ron Weasley's mum and dad?,Molly and Arthur,3,0.67,Molly Carter,1,2,0.333333333,1,1,2,1,2,0.333333333
1,18881,6,Plausible,6.91,Ham and pineapple,3,9,1a,Predictable,9P,9,"As well as cheese and tomato, which two toppings are usually on a Hawaiian pizza?",Ham and Pineapple,3,0.89,olives and pinapple,2,1,0.666666667,2,2,1,2,1,0.666666667
27,18881,7,Plausible,6.91,Snow White,2,19,1a,Predictable,19P,19,Which fictional character lived with seven dwarves?,Snow White,2,1,snow white,2,0,1,2,2,0,2,0,1
4,18881,8,Plausible,6.27,Twice a day,3,30,1a,Predictable,30P,30,How often does the dentist tell you to brush your teeth?,Twice a day,3,0.82,twice a day,3,0,1,2,3,0,3,0,1
7,18881,9,Plausible,6.91,Black and white,3,4,1a,Predictable,4P,4,What colours are pandas?,Black and white,3,0.98,black and white,3,0,1,2,3,0,3,0,1
28,18881,10,Plausible,6.91,Donald Trump,2,8,1a,Predictable,8P,8,Who is the newly elected president of America?,Donald Trump,2,0.94,donlad trump,2,0,1,2,2,0,2,0,1
21,18881,11,Plausible,5.27,The North Pole,3,23,1a,Predictable,23P,23,Where does Father Christmas live?,The Northe Pole,3,0.81,the north pole,3,0,1,3,3,0,3,0,1
12,18881,12,Plausible,6.82,Harry Potter,2,10,1a,Predictable,10P,10,Which young wizard defeated Lord Voldemort?,Harry Potter,2,0.98,harry potter,2,0,1,3,2,0,2,0,1
16,18881,13,Plausible,7,James bond,2,13,1a,Predictable,13P,13,Which character starred in the famous 007 films?,James Bond,2,0.95,james bond,2,0,1,3,2,0,2,0,1
3,18881,14,Plausible,6.64,It hit an iceberg,4,12,1a,Predictable,12P,12,How did The Titanic sink?,It hit an iceberg,4,0.72,it hit an iceberg,4,0,1,3,4,0,4,0,1
9,90557,1,Plausible,6.91,The Tube,2,26,3b,Unpredictable,26U,26,What is your least favourite method of transport?,The Tube,2,0.39,A train,0,2,0,1,0,2,0,2,0
17,90557,2,Plausible,6.73,December 25th,3,7,3b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,December 25th,3,0,1,1,3,0,3,0,1
22,90557,3,Plausible,6.82,The White House,3,27,3b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,Whitehouse,2,1,0.666666667,1,2,1,2,1,0.666666667
10,90557,4,Plausible,4.82,The Amazon River,3,21,3b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,Amazon river,2,1,0.666666667,1,2,1,2,1,0.666666667
13,90557,5,Plausible,5.82,New Years Eve,3,16,3b,Unpredictable,16U,16,When would you like to go for drinks?,New Years Eve,3,0.57,Next week,0,3,0,1,0,3,0,3,0
15,90557,6,Plausible,5.46,Big Ben,2,3,3b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,Big ben,2,0,1,2,2,0,2,0,1
29,90557,7,Plausible,6.82,Andy Murray,2,2,3b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,Andrew murray,1,1,0.5,2,1,1,1,1,0.5
23,90557,8,Plausible,5.82,Ten Downing Street,3,20,3b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,10 downing street,3,0,1,2,3,0,3,0,1
24,90557,9,Plausible,6.6,Buckingham Palace,2,5,3b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,Buckingham palace,2,0,1,2,2,0,2,0,1
20,90557,10,Plausible,6.73,The Thames,2,25,3b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,The thames,2,0,1,2,2,0,2,0,1
31,90557,11,Plausible,6.91,Buzz Lightyear,2,6,3b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,Biz light year,1,1,0.5,3,2,0,2,0,1
2,90557,12,Plausible,6.36,Kings Cross,2,14,3b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,Kings cross,2,0,1,3,2,0,2,0,1
6,90557,13,Plausible,5.27,The Northern Lights,3,24,3b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,The northern lights,3,0,1,3,3,0,3,0,1
18,90557,14,Plausible,6.73,October thirty first,3,18,3b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,October 31st,3,0,1,3,3,0,3,0,1
5,49461,1,Implausible,1.55,The Tube,2,26,4a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,Not sure,0,2,0,1,0,3,0,3,0
16,49461,2,Implausible,3.36,Kings Cross,2,14,4a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,Blue cross,1,1,0.5,1,0,2,0,2,0
26,49461,3,Implausible,2.18,The Northern Lights,3,24,4a,Unpredictable,11U,11,Who did you see when you visited America?,Hillary Clinton,2,0.37,My friends ,0,3,0,1,0,2,0,2,0
4,49461,4,Implausible,1.36,Big Ben,2,3,4a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,Every day,0,2,0,1,1,2,1,2,0.333333333
19,49461,5,Implausible,1.09,October thirty first,3,18,4a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,I don't do Christmas ,0,3,0,1,0,3,0,3,0
27,49461,6,Implausible,1.27,The Thames,2,25,4a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,Not sure,0,2,0,2,0,2,0,2,0
3,49461,7,Implausible,2.09,Andy Murray,2,2,4a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,It sunk,0,2,0,2,1,3,1,3,0.25
28,49461,8,Implausible,1.09,The Amazon River,3,21,4a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,Not sure ,0,3,0,2,0,2,0,2,0
12,49461,9,Implausible,4.91,The White House,3,27,4a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,The light house,2,1,0.666666667,2,0,2,0,2,0
7,49461,10,Implausible,1.27,Tom Hanks,2,29,4a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,Purple,0,2,0,2,0,3,0,3,0
14,49461,11,Implausible,1.64,Ten Downing Street,3,20,4a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,Henry,0,3,0,3,0,2,0,2,0
1,49461,12,Implausible,1.64,December 25th,3,7,4a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,Steak and chips ,0,3,0,3,1,2,1,2,0.333333333
25,49461,13,Implausible,1.27,Buzz Lightyear,2,6,4a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,Morrisons,0,2,0,3,0,2,0,2,0
21,49461,14,Implausible,1.64,New Years Eve,3,16,4a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,Egypt ,0,3,0,3,0,3,0,3,0
22,59680,1,Plausible,6.82,The White House,3,27,3b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,The white house,3,0,1,1,3,0,3,0,1
17,59680,2,Plausible,6.73,December 25th,3,7,3b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,december 25th,3,0,1,1,3,0,3,0,1
23,59680,3,Plausible,5.82,Ten Downing Street,3,20,3b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,10 downing street,3,0,1,1,3,0,3,0,1
31,59680,4,Plausible,6.91,Buzz Lightyear,2,6,3b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,bart simpson,0,2,0,1,0,2,0,2,0
24,59680,5,Plausible,6.6,Buckingham Palace,2,5,3b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,buckingham palace,2,0,1,1,2,0,2,0,1
2,59680,6,Plausible,6.36,Kings Cross,2,14,3b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,kings cross,2,0,1,2,2,0,2,0,1
20,59680,7,Plausible,6.73,The Thames,2,25,3b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,the thames,2,0,1,2,2,0,2,0,1
13,59680,8,Plausible,5.82,New Years Eve,3,16,3b,Unpredictable,16U,16,When would you like to go for drinks?,New Years Eve,3,0.57,new years eve,3,0,1,2,3,0,3,0,1
9,59680,9,Plausible,6.91,The Tube,2,26,3b,Unpredictable,26U,26,What is your least favourite method of transport?,The Tube,2,0.39,the train,1,1,0.5,2,1,1,1,1,0.5
15,59680,10,Plausible,5.46,Big Ben,2,3,3b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,big pan,1,1,0.5,2,1,1,1,1,0.5
29,59680,11,Plausible,6.82,Andy Murray,2,2,3b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,andy murray,2,0,1,3,2,0,2,0,1
6,59680,12,Plausible,5.27,The Northern Lights,3,24,3b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,the northern lights,3,0,1,3,3,0,3,0,1
18,59680,13,Plausible,6.73,October thirty first,3,18,3b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,october 31st,3,0,1,3,3,0,3,0,1
10,59680,14,Plausible,4.82,The Amazon River,3,21,3b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,the amazon river,3,0,1,3,3,0,3,0,1
21,20192,1,Implausible,1.64,New Years Eve,3,16,4a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,unintelligible,0,3,0,1,0,3,0,3,0
16,20192,2,Implausible,3.36,Kings Cross,2,14,4a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,King's Cross,2,0,1,1,0,2,0,2,0
12,20192,3,Implausible,4.91,The White House,3,27,4a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,The White House,3,0,1,1,0,2,0,2,0
19,20192,4,Implausible,1.09,October thirty first,3,18,4a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,October 31st,3,0,1,1,0,3,0,3,0
7,20192,5,Implausible,1.27,Tom Hanks,2,29,4a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,No thanks,0,2,0,1,0,3,0,3,0
5,20192,6,Implausible,1.55,The Tube,2,26,4a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,Kerching,0,2,0,2,0,3,0,3,0
4,20192,7,Implausible,1.36,Big Ben,2,3,4a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,unintelligible,0,2,0,2,0,3,0,3,0
26,20192,8,Implausible,2.18,The Northern Lights,3,24,4a,Unpredictable,11U,11,Who did you see when you visited America?,Hillary Clinton,2,0.37,The Northern Lights,3,0,1,2,0,2,0,2,0
3,20192,9,Implausible,2.09,Andy Murray,2,2,4a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,How did Nanny,0,2,0,2,0,4,0,4,0
27,20192,10,Implausible,1.27,The Thames,2,25,4a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,The Tennis,1,1,0.5,2,0,2,0,2,0
1,20192,11,Implausible,1.64,December 25th,3,7,4a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,December 25th,3,0,1,3,0,3,0,3,0
14,20192,12,Implausible,1.64,Ten Downing Street,3,20,4a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,10 Downing Street,3,0,1,3,0,2,0,2,0
25,20192,13,Implausible,1.27,Buzz Lightyear,2,6,4a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,The Light kill,0,2,0,3,0,2,0,2,0
28,20192,14,Implausible,1.09,The Amazon River,3,21,4a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,The Amazon River,3,0,1,3,0,2,0,2,0
13,44266,1,Plausible,7,New Years Eve,3,16,1b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,Party,0,3,0,1,0,3,0,3,0
20,44266,2,Plausible,6.91,The Thames,2,25,1b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,The Thames,2,0,1,1,2,0,2,0,1
6,44266,3,Plausible,5.64,The Northern Lights,3,24,1b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,The northern lights,3,0,1,1,3,0,3,0,1
17,44266,4,Plausible,6.55,December 25th,3,7,1b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,December 25th,3,0,1,1,3,0,3,0,1
2,44266,5,Plausible,5.91,Kings Cross,2,14,1b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,Kings Cross,2,0,1,1,2,0,2,0,1
22,44266,6,Plausible,6.73,The White House,3,27,1b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,The white house,3,0,1,2,3,0,3,0,1
24,44266,7,Plausible,6.55,Buckingham Palace,2,5,1b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,Buckingham Palace,2,0,1,2,2,0,2,0,1
15,44266,8,Plausible,6.64,Big Ben,2,3,1b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,Big Ben,2,0,1,2,2,0,2,0,1
23,44266,9,Plausible,6.82,Ten Downing Street,3,20,1b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,10 Downing Street,3,0,1,2,3,0,3,0,1
9,44266,10,Plausible,6.91,The Tube,2,26,1b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,The Tube,2,0,1,2,2,0,2,0,1
31,44266,11,Plausible,6.82,Buzz Lightyear,2,6,1b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,Buzz Lightyear,2,0,1,3,2,0,2,0,1
29,44266,12,Plausible,6.55,Andy Murray,2,2,1b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,Andy Murrey,2,0,1,3,2,0,2,0,1
10,44266,13,Plausible,5.64,The Amazon River,3,21,1b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,The Amazon River,3,0,1,3,3,0,3,0,1
18,44266,14,Plausible,7,October thirty first,3,18,1b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,October 31st,3,0,1,3,3,0,3,0,1
20,48999,1,Plausible,6.91,The Thames,2,25,1b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,The thames,2,0,1,1,2,0,2,0,1
10,48999,2,Plausible,5.64,The Amazon River,3,21,1b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,The Amazon river,3,0,1,1,3,0,3,0,1
15,48999,3,Plausible,6.64,Big Ben,2,3,1b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,Big Ben ,2,0,1,1,2,0,2,0,1
24,48999,4,Plausible,6.55,Buckingham Palace,2,5,1b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,Buckingham palace,2,0,1,1,2,0,2,0,1
23,48999,5,Plausible,6.82,Ten Downing Street,3,20,1b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,10 downing Street ,3,0,1,1,3,0,3,0,1
2,48999,6,Plausible,5.91,Kings Cross,2,14,1b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,Kings cross ,2,0,1,2,2,0,2,0,1
13,48999,7,Plausible,7,New Years Eve,3,16,1b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,New Year's eve,3,0,1,2,3,0,3,0,1
6,48999,8,Plausible,5.64,The Northern Lights,3,24,1b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,The northern lights,3,0,1,2,3,0,3,0,1
17,48999,9,Plausible,6.55,December 25th,3,7,1b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,December 25th,3,0,1,2,3,0,3,0,1
29,48999,10,Plausible,6.55,Andy Murray,2,2,1b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,Andy murray,2,0,1,2,2,0,2,0,1
31,48999,11,Plausible,6.82,Buzz Lightyear,2,6,1b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,Buzz lightyear,2,0,1,3,2,0,2,0,1
9,48999,12,Plausible,6.91,The Tube,2,26,1b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,The tube ,2,0,1,3,2,0,2,0,1
22,48999,13,Plausible,6.73,The White House,3,27,1b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,The White House ,3,0,1,3,3,0,3,0,1
18,48999,14,Plausible,7,October thirty first,3,18,1b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,October 31st,3,0,1,3,3,0,3,0,1
10,88213,1,Plausible,4.82,The Amazon River,3,21,3b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,in the river,1,2,0.333333333,1,1,2,1,2,0.333333333
29,88213,2,Plausible,6.82,Andy Murray,2,2,3b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,andy murrey,2,0,1,1,2,0,2,0,1
13,88213,3,Plausible,5.82,New Years Eve,3,16,3b,Unpredictable,16U,16,When would you like to go for drinks?,New Years Eve,3,0.57,tomorrow,0,3,0,1,0,3,0,3,0
20,88213,4,Plausible,6.73,The Thames,2,25,3b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,the thames,2,0,1,1,2,0,2,0,1
22,88213,5,Plausible,6.82,The White House,3,27,3b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,the whitehouse,3,0,1,1,3,0,3,0,1
15,88213,6,Plausible,5.46,Big Ben,2,3,3b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,big ben,2,0,1,2,2,0,2,0,1
17,88213,7,Plausible,6.73,December 25th,3,7,3b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,december 25th,3,0,1,2,3,0,3,0,1
6,88213,8,Plausible,5.27,The Northern Lights,3,24,3b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,the northern lights,3,0,1,2,3,0,3,0,1
31,88213,9,Plausible,6.91,Buzz Lightyear,2,6,3b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,buzz lightyear,2,0,1,2,2,0,2,0,1
18,88213,10,Plausible,6.73,October thirty first,3,18,3b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,october 31st,3,0,1,2,3,0,3,0,1
2,88213,11,Plausible,6.36,Kings Cross,2,14,3b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,kings cross,2,0,1,3,2,0,2,0,1
23,88213,12,Plausible,5.82,Ten Downing Street,3,20,3b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,10 downing street,3,0,1,3,3,0,3,0,1
9,88213,13,Plausible,6.91,The Tube,2,26,3b,Unpredictable,26U,26,What is your least favourite method of transport?,The Tube,2,0.39,the tube,2,0,1,3,2,0,2,0,1
24,88213,14,Plausible,6.6,Buckingham Palace,2,5,3b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,buckingham palace,2,0,1,3,2,0,2,0,1
21,16884,1,Plausible,5.82,The North Pole,3,23,3a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,no idea,0,3,0,1,0,3,0,3,0
7,16884,2,Plausible,6.55,Black and white,3,4,3a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,black & white,3,0,1,1,3,0,3,0,1
12,16884,3,Plausible,6.27,Harry Potter,2,10,3a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,harry potter,2,0,1,1,2,0,2,0,1
28,16884,4,Plausible,6.91,Donald Trump,2,8,3a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,donald trump,2,0,1,1,2,0,2,0,1
19,16884,5,Plausible,5.1,The Eiffel Tower,3,22,3a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,eiffel tower,2,1,0.666666667,1,2,1,2,1,0.666666667
3,16884,6,Plausible,6.09,It hit an iceberg,4,12,3a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,it broke,1,3,0.25,2,1,3,1,3,0.25
25,16884,7,Plausible,6.09,New York,2,17,3a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,,0,2,0,2,0,2,0,2,0
14,16884,8,Plausible,4.91,Robin hood,2,31,3a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,robin hood,2,0,1,2,2,0,2,0,1
1,16884,9,Plausible,4.91,Ham and pineapple,3,9,3a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,pineapple,1,2,0.333333333,2,1,2,1,2,0.333333333
27,16884,10,Plausible,6.55,Snow White,2,19,3a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,snow white,2,0,1,2,2,0,2,0,1
8,16884,11,Plausible,6.27,A knife and fork,4,1,3a,Unpredictable,1U,1,What did you buy from the shop?,A knife and fork,4,0.32,a knife & fork,4,0,1,3,4,0,4,0,1
16,16884,12,Plausible,5.18,James bond,2,13,3a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,james bond,2,0,1,3,2,0,2,0,1
5,16884,13,Plausible,7,Molly and Arthur,3,15,3a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,molly & arthur,3,0,1,3,3,0,3,0,1
4,16884,14,Plausible,6.64,Twice a day,3,30,3a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,twice a day,3,0,1,3,3,0,3,0,1
4,22417,1,Implausible,1.36,Big Ben,2,3,4a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,never,0,2,0,1,0,3,0,3,0
25,22417,2,Implausible,1.27,Buzz Lightyear,2,6,4a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,the market,0,2,0,1,0,2,0,2,0
19,22417,3,Implausible,1.09,October thirty first,3,18,4a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,October 31st,3,0,1,1,0,3,0,3,0
21,22417,4,Implausible,1.64,New Years Eve,3,16,4a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,the mountains,0,3,0,1,1,2,1,2,0.333333333
7,22417,5,Implausible,1.27,Tom Hanks,2,29,4a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,turquoise,0,2,0,1,0,3,0,3,0
1,22417,6,Implausible,1.64,December 25th,3,7,4a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,December 25th,3,0,1,2,0,3,0,3,0
16,22417,7,Implausible,3.36,Kings Cross,2,14,4a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,Kings cross,2,0,1,2,0,2,0,2,0
14,22417,8,Implausible,1.64,Ten Downing Street,3,20,4a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,10 Downing Street,3,0,1,2,0,2,0,2,0
5,22417,9,Implausible,1.55,The Tube,2,26,4a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,the tube,2,0,1,2,0,3,0,3,0
28,22417,10,Implausible,1.09,The Amazon River,3,21,4a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,the amazon river,3,0,1,2,0,2,0,2,0
26,22417,11,Implausible,2.18,The Northern Lights,3,24,4a,Unpredictable,11U,11,Who did you see when you visited America?,Hillary Clinton,2,0.37,the northern lights,3,0,1,3,0,2,0,2,0
3,22417,12,Implausible,2.09,Andy Murray,2,2,4a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,Andy Murray,2,0,1,3,0,4,0,4,0
12,22417,13,Implausible,4.91,The White House,3,27,4a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,the whitehouse,3,0,1,3,0,2,0,2,0
27,22417,14,Implausible,1.27,The Thames,2,25,4a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,the towels,1,1,0.5,3,0,2,0,2,0
15,39366,1,Implausible,2.91,Twice a day,3,30,4b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,nothing,0,3,0,1,0,2,0,2,0
17,39366,2,Implausible,1,A knife and fork,4,1,4b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,when is your birthday,0,4,0,1,0,3,0,3,0
20,39366,3,Implausible,1.27,Donald Trump,2,8,4b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,where did you go on your boat ride yesterday,0,2,0,1,0,2,0,2,0
11,39366,4,Implausible,1.09,New York,2,17,4b,Unpredictable,28U,28,Who did you see when you visited London?,Theresa May,2,0.38,who did you see when you visited london,0,2,0,1,0,2,0,2,0
23,39366,5,Implausible,1.27,James bond,2,13,4b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,where would you like to go today,0,2,0,1,0,3,0,3,0
13,39366,6,Implausible,1.46,Harry Potter,2,10,4b,Unpredictable,16U,16,When would you next like to go for drinks?,New Years Eve,3,0.57,to the pub,0,2,0,2,0,3,0,3,0
22,39366,7,Implausible,1.82,Molly and Arthur,3,15,4b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,new york city,0,3,0,2,0,3,0,3,0
31,39366,8,Implausible,1.27,The Eiffel Tower,3,22,4b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,daffy duck,0,3,0,2,0,2,0,2,0
10,39366,9,Implausible,1.91,Snow White,2,19,4b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,swimming bath,0,2,0,2,0,3,0,3,0
2,39366,10,Implausible,1.55,It hit an iceberg,4,12,4b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,the train station,0,4,0,2,0,2,0,2,0
24,39366,11,Implausible,1.55,Black and white,3,4,4b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,something white,1,2,0.333333333,3,0,2,0,2,0
18,39366,12,Implausible,1.09,Robin hood,2,31,4b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,frIDAY,0,2,0,3,0,3,0,3,0
6,39366,13,Implausible,2.64,Ham and pineapple,3,9,4b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,a road,0,3,0,3,0,3,0,3,0
